"Protein IDs","Gene names","LFQ intensity KO_MITOS_22","LFQ intensity KO_MITOS_23","LFQ intensity KO_MITOS_24","LFQ intensity KO_TOTALS_22","LFQ intensity KO_TOTALS_23","LFQ intensity KO_TOTALS_24","LFQ intensity WT_MITOS_22","LFQ intensity WT_MITOS_23","LFQ intensity WT_MITOS_24","LFQ intensity WT_TOTALS_22","LFQ intensity WT_TOTALS_23","LFQ intensity WT_TOTALS_24"
"O15145","ARPC3",18918000,23813000,21940000,22148000,18063000,39705000,31970000,37415000,31552000,40739000,26308000,37454000
"O15155;O15155-2","BET1",0,0,0,0,38103000,0,0,0,21857000,0,0,25495000
"O15160;O15160-2","POLR1C",0,14260000,7261600,31828000,35340000,82629000,0,10268000,4174200,39590000,31906000,35134000
"O15164-2;O15164","TRIM24",0,0,0,7813100,9573100,48945000,0,0,0,0,0,0
"O15173;O15173-2","PGRMC2",88237000,95148000,89255000,66970000,105300000,71529000,90414000,108160000,113820000,38617000,106630000,82580000
"O15182","CETN3",12061000,9082200,0,13038000,8986400,13537000,11114000,0,0,10695000,5234900,8609800
"O15212","PFDN6",4677600,6178500,7288000,22501000,18335000,70415000,6210100,6796300,8581600,31343000,17329000,12306000
"O15213","WDR46",10318000,8555000,3862100,20319000,31126000,29225000,0,5263900,0,11090000,156790000,35896000
"O15226;O15226-2","NKRF",0,4299500,0,19162000,11857000,13841000,0,2994700,0,18907000,39120000,28606000
"O15228;O15228-2","GNPAT",64641000,31654000,36312000,25764000,24127000,10922000,60723000,54033000,60746000,11789000,38288000,25132000
"O15230;O15230-2","LAMA5",14364000,16258000,17399000,6281500,8694800,0,6587100,5712200,6744300,0,3520700,0
"O15231-9;O15231-2;O15231-5;O15231-4;O15231-7;O15231;O15231-3;O15231-8;O15231-6","ZNF185",0,0,0,0,0,0,0,0,0,0,0,0
"O15235","MRPS12",138830000,115080000,157170000,60664000,65202000,12603000,159010000,118080000,110990000,66063000,65469000,59904000
"O15239","NDUFA1",42159000,31312000,39641000,0,12769000,0,41828000,36244000,28661000,0,0,0
"O15254-2;O15254","ACOX3",30536000,13872000,15742000,7832100,9277500,10167000,13387000,14670000,16930000,0,9001700,12053000
"O15258","RER1",93915000,78108000,86703000,103700000,122130000,22853000,72330000,53690000,91156000,76223000,137040000,73498000
"O15260;O15260-2;O15260-3","SURF4",105990000,44875000,59246000,92589000,99839000,124610000,105440000,99484000,138310000,79986000,196750000,98538000
"O15269;O15269-2","SPTLC1",48025000,44877000,51801000,36087000,40774000,35343000,54641000,44977000,54299000,23451000,48708000,38532000
"O15270","SPTLC2",51799000,64213000,64939000,48580000,65741000,45759000,59864000,58387000,64031000,21292000,63115000,39560000
"O15287","FANCG",0,0,0,0,0,0,0,0,0,0,0,0
"O15294;O15294-3;O15294-2;O15294-4","OGT",705290,5268500,1028500,16436000,15133000,79801000,1106600,2237800,3441700,36066000,18095000,20998000
"O15305;O15305-2;Q92871","PMM2",0,0,0,3560500,0,5404100,2888600,3569200,2766700,6582600,4094500,4300700
"O15321-2;O15321","TM9SF1",25771000,10849000,19564000,0,0,0,0,0,10993000,0,0,0
"O15344-2;O15344","MID1",0,0,0,0,0,0,0,0,0,0,0,0
"O15347","HMGB3",0,56743000,48042000,69208000,53264000,194890000,22471000,70669000,46452000,81933000,54523000,52827000
"O15355","PPM1G",1531000,1416000,1263800,65811000,47773000,205540000,2247200,2461400,5511800,113520000,33542000,41708000
"O15357-2;O15357","INPPL1",0,0,0,0,0,24477000,0,0,0,0,0,0
"O15360;O15360-3","FANCA",0,0,0,0,0,0,0,0,0,0,0,0
"O15371-2;O15371-3;O15371","EIF3D",34170000,57676000,51108000,94017000,91601000,169200000,34980000,55278000,52781000,136450000,80053000,94284000
"O15372","EIF3H",32155000,45642000,39623000,64485000,52198000,141700000,25416000,47573000,39636000,91704000,44862000,54826000
"O15381;O15381-5;O15381-2;O15381-3;O15381-4","NVL",6300700,6842300,5613400,47946000,58573000,62250000,0,5102500,0,22663000,161530000,77705000
"O15382;O15382-2","BCAT2",308400000,250170000,276080000,113640000,147270000,71015000,277470000,228060000,209330000,118060000,92798000,94226000
"O15392-5;O15392-4;O15392;O15392-2;O15392-7;O15392-6;O15392-3","BIRC5",0,0,0,14273000,13982000,0,0,0,0,9767900,13698000,13653000
"O15397;O15397-2","IPO8",0,0,0,16099000,20719000,66239000,0,0,0,19228000,8441200,10337000
"O15400-2;O15400","STX7",105920000,97614000,96088000,92695000,97909000,80052000,176630000,164370000,195880000,95006000,127370000,116760000
"O15439-2;O15439;O15439-4;O15439-3","ABCC4",25585000,54537000,35466000,10222000,31839000,9376700,37759000,106290000,65658000,5972900,24008000,9753600
"O15446;O15446-2","CD3EAP",0,10416000,7411400,23992000,25808000,21049000,0,8171900,0,20537000,32161000,24538000
"O15460-2;O15460","P4HA2",575820000,315430000,446410000,213330000,220070000,214190000,319110000,351210000,367960000,148390000,155210000,147060000
"O15498;O15498-2","YKT6",0,14541000,0,9031900,11417000,15239000,12199000,0,25753000,13120000,11148000,10097000
"O15504;O15504-2;O15504-3","NUPL2",9594500,14778000,8452800,17204000,21880000,15378000,11606000,13155000,0,0,23576000,24013000
"O15511;O15511-2","ARPC5",19529000,40989000,34833000,24990000,18312000,69047000,26746000,47397000,39590000,64718000,30852000,30701000
"O15514","POLR2D",0,5949200,0,26002000,41815000,85381000,0,0,0,12013000,0,11934000
"O15533-2;O15533;O15533-3;O15533-4","TAPBP",29337000,26222000,21961000,24477000,28367000,0,22173000,16413000,22514000,10780000,22312000,16411000
"O15550;O14607-5;O14607-4","KDM6A",0,0,0,0,0,0,0,0,0,0,0,0
"O43143","DHX15",546010,35471000,11647000,120180000,115260000,202900000,1668200,17708000,13235000,98114000,191490000,128880000
"O43148;O43148-2","RNMT",5083600,15367000,7589400,27189000,21430000,29276000,4801700,8879300,9843000,26194000,48980000,37651000
"O43149","ZZEF1",0,0,0,0,5467300,42577000,0,0,0,0,0,0
"O43156","TTI1",0,0,0,1830400,4389600,27384000,0,0,0,1552900,0,0
"O43159","RRP8",0,6247500,0,21617000,25898000,10342000,0,0,0,11135000,35276000,24636000
"O43166-3;O43166-2;O43166","SIPA1L1",0,0,0,0,0,0,0,0,0,0,0,0
"O43169","CYB5B",1323800000,905400000,915510000,1009900000,896670000,407730000,1568400000,975390000,1354800000,517640000,1218900000,606050000
"O43172-2;O43172","PRPF4",0,10900000,0,24098000,26205000,39996000,0,6993300,3306600,63385000,57294000,52778000
"O43175","PHGDH",56288000,80998000,69507000,148070000,142860000,403230000,72967000,89860000,95018000,291690000,145150000,180070000
"O43181","NDUFS4",573230000,185790000,449840000,65109000,202890000,67064000,523680000,369220000,332130000,80155000,135430000,80537000
"O43237;O43237-2","DYNC1LI2",8628200,49368000,25413000,28049000,26041000,80689000,15234000,55684000,31151000,47909000,21500000,25665000
"O43242;O43242-2","PSMD3",5783500,30901000,21620000,114040000,85771000,219220000,21627000,36841000,33774000,142680000,83258000,71490000
"O43251-6;O43251-8;O43251-3;O43251-5;O43251-10;O43251-2;O43251","RBFOX2",0,0,0,17107000,14806000,14374000,0,0,0,14504000,15576000,13761000
"O43252","PAPSS1",8841900,7150200,3098700,17701000,19978000,91432000,0,4577600,3520900,14058000,6693300,6812900
"O43264;O43264-2","ZW10",44086000,48776000,38968000,36946000,46361000,105960000,51334000,41255000,53233000,38093000,45973000,31998000
"O43278-2;O43278","SPINT1",4563900,6369200,4718700,5180000,9372300,0,11338000,21176000,31403000,5235100,8156800,11338000
"O43290","SART1",0,6984900,0,37600000,37999000,48844000,2985400,3017200,3384800,35066000,75927000,63670000
"O43291;O43291-2","SPINT2",0,8103700,5993100,0,0,0,9634500,9676500,12709000,7176000,8316200,0
"O43292;O43292-2","GPAA1",59485000,58688000,48794000,32218000,66937000,0,50170000,44682000,47472000,0,58849000,26751000
"O43299;O43299-2;O43299-3","AP5Z1",0,0,0,0,0,0,0,0,0,0,0,0
"O43301","HSPA12A",0,0,0,0,0,0,0,0,0,0,0,0
"O43310;O43310-2","CTIF",0,0,0,0,0,0,0,0,0,0,0,0
"O43314-2;O43314;Q6PFW1-6;Q6PFW1-5;Q6PFW1-7;Q6PFW1-4;Q6PFW1-3;Q6PFW1-2;Q6PFW1","PPIP5K2",0,3482300,0,2011600,4169600,36742000,0,0,0,4870900,4548900,4404100
"O43318-2;O43318;O43318-4;O43318-3","MAP3K7",0,0,0,0,0,0,0,0,0,0,0,0
"O43324;O43324-2","EEF1E1",53027000,61746000,55723000,118340000,93638000,217080000,48691000,62877000,65447000,154300000,110570000,104200000
"O43347","MSI1",0,0,0,0,0,0,0,0,0,0,16937000,14887000
"O43390;O43390-3","HNRNPR",30390000,289880000,152920000,794150000,910290000,926670000,33261000,131630000,73969000,368840000,1174600000,885000000
"O43390-2;O43390-4","HNRNPR",0,0,0,9284300,8384600,56156000,0,0,0,0,26287000,14036000
"O43395","PRPF3",0,8149000,3530200,39216000,39146000,84126000,7253500,5788900,0,37134000,68848000,38965000
"O43396","TXNL1",2154400,1502300,1767200,24276000,16749000,177900000,2159600,1471000,4451600,66042000,20948000,27483000
"O43399-4;O43399-3;O43399-2;O43399-6","TPD52L2",0,0,0,0,0,0,0,0,0,0,0,0
"O43399-7;O43399-5;O43399","TPD52L2",84686000,73164000,123820000,103790000,81618000,269540000,139730000,168830000,171940000,105780000,45203000,62969000
"O43402;O43402-2","EMC8",71233000,41899000,56959000,49048000,58191000,24803000,57950000,67323000,68393000,63580000,63872000,56804000
"O43405;O43405-2","COCH",0,0,0,0,0,0,0,0,0,0,0,0
"O43414-3;O43414-2;O43414","ERI3",0,0,0,9156100,0,12586000,0,0,0,7980600,9545200,10046000
"O43427-2;O43427","FIBP",16040000,18575000,17849000,12082000,14567000,13189000,0,18283000,17556000,15915000,0,12729000
"O43432;O43432-3;O43432-4;O43432-2","EIF4G3",1487300,8969600,5136400,18642000,8732600,68457000,2443700,4730100,8663700,16900000,11475000,10713000
"O43447;O43447-2","PPIH",0,12771000,0,33748000,33521000,41380000,6696100,0,8989400,48776000,36252000,61048000
"O43464-3;O43464;O43464-4;O43464-2;P83110-2;P83110","HTRA2",316730000,132260000,195940000,73163000,92885000,61734000,216070000,113090000,118940000,59940000,67327000,56614000
"O43482","OIP5",0,0,0,0,0,9226800,0,0,0,16047000,0,0
"O43488;Q8NHP1;Q8NHP1-3;O95154","AKR7A2",110840000,74542000,106990000,74714000,72787000,119530000,102170000,77167000,69541000,85398000,45293000,63870000
"O43491;O43491-3;O43491-2","EPB41L2",177400000,352000000,246800000,137800000,140860000,120150000,129650000,292380000,266680000,108310000,71820000,84022000
"O43491-4","EPB41L2",9823900,33011000,18695000,22907000,24602000,0,17794000,39029000,28860000,26271000,11141000,19717000
"O43502;O43502-2","RAD51C",0,0,0,0,0,11447000,0,0,0,0,0,0
"O43504","LAMTOR5",244580000,130280000,124170000,83299000,80444000,53635000,170710000,118160000,140430000,100520000,26305000,65453000
"O43505","B4GAT1",58313000,30521000,41043000,16338000,24753000,32199000,22519000,19911000,32589000,5636600,16826000,7612500
"O43521;O43521-2;O43521-12;O43521-6;O43521-8;O43521-9;O43521-7;O43521-4;O43521-3;O43521-5;O43521-19;O43521-14;O43521-13;O43521-10;O43521-11;O43521-20;O43521-18;O43521-16;O43521-15;O43521-17","BCL2L11",5841200,5593600,5840000,0,0,0,12744000,0,8218000,0,0,7668800
"O43524","FOXO3",0,0,0,0,0,0,0,0,0,0,0,0
"O43542","XRCC3",0,0,0,0,0,5596800,0,0,0,0,0,0
"O43583","DENR",0,14244000,15223000,27686000,14464000,62966000,0,22232000,15502000,27208000,23843000,47200000
"O43592","XPOT",0,0,0,6999800,3821100,13062000,0,0,0,20284000,4520000,0
"O43598;O43598-2","DNPH1",10206000,8094500,12511000,46444000,51788000,177680000,6133900,4860900,0,34559000,22433000,32872000
"O43615","TIMM44",687420000,538060000,683470000,223630000,303590000,187020000,669180000,501720000,483450000,194630000,220660000,257110000
"O43617;O43617-2","TRAPPC3",7467500,12322000,11434000,19007000,9641900,63709000,7253800,16074000,13236000,26094000,10424000,10531000
"O43633","CHMP2A",15550000,36118000,15340000,39807000,44227000,101770000,8289500,13331000,11457000,25055000,22258000,43825000
"O43657","TSPAN6",12691000,0,10396000,0,0,0,23409000,0,0,0,24739000,0
"O43660;O43660-2","PLRG1",13092000,50084000,22889000,83254000,62638000,58561000,30090000,23653000,11979000,31981000,128120000,77291000
"O43663-4;O43663;O43663-2;O43663-3","PRC1",6090100,17293000,20168000,29881000,15075000,42910000,13581000,17982000,16335000,28260000,27338000,19760000
"O43665-2;O43665-1;O43665","RGS10",0,0,0,0,10662000,28023000,0,0,0,0,0,0
"O43670-3;O43670-2;O43670;O43670-4","ZNF207",0,14680000,5938700,28467000,19109000,138260000,0,0,6346000,32689000,22739000,21711000
"O43674-2;O43674","NDUFB5",260740000,203340000,258570000,81541000,143410000,47457000,292900000,140540000,144110000,38705000,77244000,38613000
"O43676","NDUFB3",124320000,114770000,149290000,88161000,107020000,13445000,76533000,71851000,68769000,52412000,67018000,59286000
"O43678;O43678-2","NDUFA2",379810000,275910000,393020000,107990000,132670000,71125000,489980000,338900000,335820000,125500000,104900000,117850000
"Q86U70-3;O43679-2;O43679-3;O43679;Q86U70-2;Q86U70","LDB1;LDB2",0,0,0,0,0,0,0,0,0,0,0,0
"O43681","ASNA1",0,4399500,2565200,69829000,66705000,66870000,9735100,16248000,18478000,108720000,76575000,70781000
"O43684-2;O43684","BUB3",10853000,54624000,29590000,77072000,56056000,178710000,11608000,37584000,33899000,77290000,58456000,63420000
"O43707;O43707-2;O43707-3;Q08043","ACTN4",181410000,204380000,148420000,323360000,540610000,665300000,224830000,201850000,154840000,440280000,428530000,450380000
"O43708;O43708-2;O43708-3","GSTZ1",112310000,36556000,33299000,34695000,31204000,71849000,64801000,32675000,22525000,20433000,21959000,18665000
"O43709;O43709-3","WBSCR22",0,0,0,0,0,0,0,0,0,0,0,0
"O43715","TRIAP1",14691000,21072000,19304000,0,0,0,30229000,24161000,15675000,0,0,0
"O43716","GATC",167260000,131470000,165290000,66216000,71718000,30689000,154730000,134360000,112880000,84743000,36233000,74926000
"O43719","HTATSF1",2990700,0,5776900,15240000,11169000,29688000,0,0,0,31617000,9009400,12702000
"O43747;O43747-2","AP1G1",10512000,9360400,12033000,26391000,13294000,36947000,8831300,15719000,19182000,33412000,23221000,28180000
"O43752;O43752-2","STX6",0,0,0,0,0,0,0,0,0,0,0,0
"O43759-2;O43759;O43759-3","SYNGR1",0,0,0,0,0,0,0,0,0,0,0,0
"O43760;O43760-2","SYNGR2",0,0,0,17799000,0,0,0,0,0,0,33294000,0
"O43765","SGTA",6043300,0,6357700,25181000,27249000,98097000,15271000,7617900,9955100,53754000,32753000,22528000
"O43766;O43766-2;O43766-3","LIAS",10990000,0,0,0,0,0,0,13095000,0,0,0,0
"O43768-2;O43768;O43768-9;O43768-3;O43768-4;O43768-6;O43768-5;O43768-7;O43768-8","ENSA",0,0,0,30594000,18505000,91666000,0,0,0,37046000,18750000,15943000
"O43772","SLC25A20",96492000,69717000,64536000,63511000,81392000,29733000,40224000,22275000,25738000,10792000,21875000,19659000
"O43776;O43776-2","NARS",4687000,14507000,10726000,33335000,27782000,104080000,15704000,21067000,25808000,91588000,53562000,53898000
"O43795;O43795-2","MYO1B",135900000,146930000,133400000,78623000,91836000,51828000,159990000,263510000,265220000,120220000,123890000,104290000
"O43805","SSNA1",0,0,0,0,0,17135000,0,0,0,0,0,0
"O43808","SLC25A17",30410000,0,22234000,15889000,39525000,0,69374000,56233000,37145000,18676000,40869000,20943000
"O43809","NUDT21",0,68399000,20416000,262380000,240360000,311190000,2873000,19610000,9018700,279410000,168790000,126880000
"O43813","LANCL1",15083000,31203000,20100000,24926000,17661000,41313000,12918000,22556000,19136000,29945000,12093000,18580000
"O43815;O43815-2","STRN",34415000,25794000,22459000,28746000,28648000,49265000,15218000,27165000,24603000,40970000,21377000,30649000
"O43818","RRP9",0,0,0,32774000,27367000,25387000,0,0,0,15307000,55916000,46902000
"O43819","SCO2",223530000,151980000,219370000,78217000,107790000,28372000,323580000,184290000,204500000,73627000,95089000,98086000
"O43823","AKAP8",0,0,0,23915000,21813000,19593000,0,0,0,22812000,27456000,27369000
"O43824","GTPBP6",116900000,95636000,150890000,47398000,64186000,20676000,92118000,79445000,73077000,20334000,33965000,31036000
"O43837;O43837-3","IDH3B",946350000,831840000,1002800000,285440000,381990000,224890000,1341100000,1172000000,1091300000,365180000,387580000,454060000
"O43847;O43847-2","NRD1",0,0,0,12077000,9772500,58241000,0,0,0,23123000,11704000,8826600
"O43852;O43852-3;O43852-5;O43852-6;O43852-15;O43852-10;O43852-9;O43852-13;O43852-14;O43852-11;O43852-12","CALU",542060000,389280000,510940000,517680000,308060000,250710000,567190000,543390000,581860000,711040000,346680000,400120000
"O43852-2;O43852-4;O43852-8;O43852-7","CALU",0,0,0,59740000,0,26679000,0,0,0,69006000,34545000,0
"O43854-2;O43854","EDIL3",9001400,10605000,17610000,2692100,7777600,0,88173000,56084000,70202000,27061000,27019000,24300000
"O43865;O43865-2","AHCYL1",22201000,27992000,27119000,28512000,19898000,35972000,26478000,42041000,41180000,33460000,16181000,26655000
"O43913-2;O43913","ORC5",0,0,0,7980100,0,0,0,0,0,0,0,0
"O43920","NDUFS5",427770000,284460000,397290000,130900000,185050000,71943000,407530000,260740000,246270000,96711000,166020000,132430000
"O43924","PDE6D",0,0,0,0,0,19344000,0,0,0,0,0,8489000
"O43929;O43929-2;O43929-3;CON__Q2YDI2","ORC4",0,0,0,0,0,0,0,0,0,0,0,0
"O43933;O43933-2","PEX1",8671200,14380000,0,0,0,14317000,0,16610000,23607000,11276000,18681000,19957000
"O60216;Q9H4I0","RAD21",4044500,31806000,9403900,90808000,94726000,74230000,0,4996100,5243100,37413000,78258000,59054000
"O60220","TIMM8A",318360000,150190000,227370000,58829000,47012000,43172000,467470000,287880000,289480000,110490000,58128000,93331000
"O60231","DHX16",0,10348000,0,9278800,9826000,46325000,0,0,0,12415000,13701000,10004000
"O60232","SSSCA1",0,0,0,0,0,10910000,0,0,0,0,0,0
"O60238-2;O60238","BNIP3L",16763000,0,19873000,0,0,0,0,0,0,0,0,0
"O60244","MED14",0,0,0,0,0,0,0,0,0,0,0,0
"O60245;O60245-2","PCDH7",0,0,0,0,0,0,0,9861700,9693700,0,10563000,0
"O60256;O60256-2;O60256-4;O60256-3","PRPSAP2",2750900,7382700,4492200,34340000,30245000,94189000,9094800,7410500,9855300,47539000,37272000,29566000
"O60262","GNG7",0,0,0,0,0,0,0,0,0,0,0,0
"O60264","SMARCA5",1265000,74232000,20088000,145800000,138050000,100440000,1746400,28847000,9485200,53605000,234470000,146540000
"O60266-2;O60266","ADCY3",0,0,0,0,0,0,0,0,0,0,0,0
"O60271-4;O60271-2;O60271;O60271-5;O60271-3;O60271-9;Q9UPT6-2","SPAG9",5279700,5274800,4420700,28327000,18335000,109670000,3569800,3773100,4103200,59658000,24849000,31769000
"O60279","SUSD5",0,7415600,3926800,0,0,0,0,0,0,2674200,0,0
"O60282;O60282-2","KIF5C",0,5954900,0,0,0,22213000,0,5998200,0,0,0,0
"O60287","URB1",0,0,0,23557000,21650000,29942000,0,0,0,14227000,40666000,23491000
"O60291;O60291-2;O60291-4;O60291-3;Q96PX1-2;Q96PX1","MGRN1",0,0,0,0,0,0,0,0,5034000,5381300,8199400,10845000
"O60292","SIPA1L3",0,0,0,0,0,0,0,0,0,0,0,0
"O60306","AQR",1121000,8238200,4060200,30018000,26459000,44752000,0,4729900,4993100,15703000,62600000,32809000
"O60313-2;O60313-10;O60313-9;O60313;O60313-11;O60313-13","OPA1",810600000,503780000,731680000,193650000,285430000,163590000,565990000,397200000,421220000,141330000,159770000,153400000
"O60333-2;O60333;O60333-4","KIF1B",0,0,0,0,0,0,0,0,0,0,0,0
"O60341;O60341-2","KDM1A",0,11742000,4905200,15949000,16552000,28571000,0,6214500,0,11257000,17975000,9381200
"O60343-2;O60343-3;O60343;O60343-4;O60343-5","TBC1D4",0,0,0,0,0,23295000,0,0,0,0,0,0
"O60346","PHLPP1",0,0,0,0,0,0,0,0,0,0,0,0
"O60353-2;O60353","FZD6",0,0,0,0,0,0,0,0,0,0,0,0
"O60427;O60427-2","FADS1",22181000,22547000,28622000,19694000,31078000,17669000,12412000,13339000,17386000,6253300,16259000,10656000
"O60437","PPL",0,0,0,0,0,0,0,0,0,0,0,0
"O60476","MAN1A2",13920000,18756000,13020000,12405000,21456000,12576000,11480000,9257400,15854000,0,19572000,0
"O60488-2;O60488","ACSL4",234580000,181900000,226420000,83324000,115690000,51450000,210640000,160460000,165600000,55578000,100070000,85565000
"O60493;O60493-2;O60493-4;O60493-3","SNX3",14093000,19002000,17807000,24749000,21414000,42861000,31639000,41164000,44743000,43570000,23331000,32941000
"O60499-2;O60499","STX10",10049000,9855800,12283000,0,16351000,17584000,12156000,10673000,13994000,14301000,15760000,0
"O60502;O60502-4;O60502-2;O60502-3","MGEA5",0,0,0,6294600,9569500,56515000,0,0,0,4563900,5184900,4366300
"O60503","ADCY9",0,0,0,0,0,0,0,0,0,0,0,0
"O60504;O60504-2","SORBS3",0,0,0,0,0,0,0,0,0,0,0,0
"O60506;O60506-2","SYNCRIP",79795000,165720000,179060000,355260000,401130000,403810000,51106000,114500000,142330000,220690000,445910000,546980000
"O60506-3;O60506-4;O60506-5","SYNCRIP",0,0,0,24111000,35427000,0,0,0,0,19386000,51194000,52098000
"O60508","CDC40",0,7431400,4896400,25809000,22024000,33604000,0,9551800,0,11107000,44309000,32616000
"O60512;O60512-2","B4GALT3",0,0,0,0,0,0,0,0,0,0,0,0
"O60518","RANBP6",31243000,0,11944000,9842300,9375200,0,10389000,0,5861400,8057100,8579700,6697300
"O60524-4;O60524-5;O60524-3;O60524;O60524-2","NEMF",0,0,0,0,3533300,17988000,0,3540700,4209700,0,4076900,0
"O60547-2;O60547","GMDS",0,0,1158700,5726400,4741300,30221000,0,0,0,16591000,3971400,5942000
"O60563;O60563-2","CCNT1",0,0,0,0,0,0,0,0,0,0,0,0
